,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_category,hum_category,windspeed_category,atemp_category,time_category
12796,12797,2012-06-22,3,1,6,9,0,5,1,1,31.16,35.605,57.99999999999999,15.001299999999999,55,278,333,hot,high,Gentle breeze,hot,morning
12797,12798,2012-06-22,3,1,6,10,0,5,1,1,32.800000000000004,37.12,52.0,23.9994,52,133,185,hot,high,Moderate breeze,hot,morning
12798,12799,2012-06-22,3,1,6,11,0,5,1,1,32.800000000000004,37.12,49.0,11.0014,76,160,236,hot,low,Light breeze,hot,morning
12799,12800,2012-06-22,3,1,6,12,0,5,1,1,34.44,39.395,49.0,8.9981,63,191,254,hot,low,Light breeze,very hot,noon
12800,12801,2012-06-22,3,1,6,13,0,5,1,1,36.08,40.150000000000006,39.0,15.001299999999999,72,228,300,hot,low,Gentle breeze,very hot,afternoon
12801,12802,2012-06-22,3,1,6,14,0,5,1,1,36.08,40.150000000000006,39.0,15.001299999999999,65,198,263,hot,low,Gentle breeze,very hot,afternoon
12802,12803,2012-06-22,3,1,6,15,0,5,1,1,36.9,40.910000000000004,35.0,23.9994,72,212,284,hot,low,Moderate breeze,very hot,afternoon
12803,12804,2012-06-22,3,1,6,16,0,5,1,1,36.9,40.150000000000006,31.0,15.001299999999999,67,313,380,hot,low,Gentle breeze,very hot,afternoon
12804,12805,2012-06-22,3,1,6,17,0,5,1,2,33.62,36.364999999999995,38.0,11.0014,95,551,646,hot,low,Light breeze,hot,afternoon
12805,12806,2012-06-22,3,1,6,18,0,5,1,2,32.800000000000004,37.88,55.00000000000001,12.998000000000001,62,443,505,hot,high,Gentle breeze,hot,evening
12806,12807,2012-06-22,3,1,6,19,0,5,1,2,31.16,34.849999999999994,55.00000000000001,35.0008,45,317,362,hot,high,Fresh breeze,hot,evening
12807,12808,2012-06-22,3,1,6,20,0,5,1,2,31.16,34.849999999999994,55.00000000000001,35.0008,31,171,202,hot,high,Fresh breeze,hot,evening
12808,12809,2012-06-22,3,1,6,21,0,5,1,3,27.880000000000003,31.819999999999997,65.0,19.0012,40,177,217,warm,high,Gentle breeze,hot,night
12809,12810,2012-06-22,3,1,6,22,0,5,1,1,27.880000000000003,31.819999999999997,69.0,8.9981,42,155,197,warm,high,Light breeze,hot,night
12810,12811,2012-06-22,3,1,6,23,0,5,1,2,27.060000000000002,31.06,74.0,0.0,29,145,174,warm,high,Calm,hot,night
12811,12812,2012-06-23,3,1,6,0,0,6,0,1,26.240000000000002,28.79,83.0,0.0,14,102,116,warm,very high,Calm,warm,night
12812,12813,2012-06-23,3,1,6,1,0,6,0,1,27.060000000000002,30.305,78.0,8.9981,16,107,123,warm,high,Light breeze,hot,night
12813,12814,2012-06-23,3,1,6,2,0,6,0,2,26.240000000000002,28.79,83.0,12.998000000000001,18,75,93,warm,very high,Gentle breeze,warm,night
12814,12815,2012-06-23,3,1,6,3,0,6,0,2,26.240000000000002,28.79,83.0,6.0032,10,32,42,warm,very high,Light breeze,warm,night
12815,12816,2012-06-23,3,1,6,4,0,6,0,2,26.240000000000002,28.79,83.0,11.0014,6,13,19,warm,very high,Light breeze,warm,night
12816,12817,2012-06-23,3,1,6,5,0,6,0,2,26.240000000000002,28.79,83.0,12.998000000000001,1,11,12,warm,very high,Gentle breeze,warm,night
12817,12818,2012-06-23,3,1,6,6,0,6,0,1,26.240000000000002,28.79,83.0,6.0032,10,37,47,warm,very high,Light breeze,warm,morning
12818,12819,2012-06-23,3,1,6,7,0,6,0,1,26.240000000000002,28.79,83.0,11.0014,19,59,78,warm,very high,Light breeze,warm,morning
12819,12820,2012-06-23,3,1,6,8,0,6,0,1,27.880000000000003,31.819999999999997,69.0,15.001299999999999,34,133,167,warm,high,Gentle breeze,hot,morning
12820,12821,2012-06-23,3,1,6,9,0,6,0,1,29.52,34.089999999999996,62.0,12.998000000000001,85,247,332,warm,high,Gentle breeze,hot,morning
12821,12822,2012-06-23,3,1,6,10,0,6,0,1,30.34,34.089999999999996,55.00000000000001,12.998000000000001,177,317,494,hot,high,Gentle breeze,hot,morning
12822,12823,2012-06-23,3,1,6,11,0,6,0,1,31.16,34.089999999999996,48.0,15.001299999999999,167,349,516,hot,low,Gentle breeze,hot,morning
12823,12824,2012-06-23,3,1,6,12,0,6,0,1,32.800000000000004,36.364999999999995,43.0,12.998000000000001,203,399,602,hot,low,Gentle breeze,hot,noon
12824,12825,2012-06-23,3,1,6,13,0,6,0,1,33.62,36.364999999999995,34.0,12.998000000000001,226,338,564,hot,low,Gentle breeze,hot,afternoon
12825,12826,2012-06-23,3,1,6,14,0,6,0,1,31.98,34.089999999999996,33.0,16.997899999999998,238,371,609,hot,low,Gentle breeze,hot,afternoon
12826,12827,2012-06-23,3,1,6,15,0,6,0,1,34.44,36.364999999999995,30.0,22.0028,217,266,483,hot,low,Moderate breeze,hot,afternoon
12827,12828,2012-06-23,3,1,6,16,0,6,0,1,34.44,35.605,26.0,19.999499999999998,196,317,513,hot,low,Gentle breeze,hot,afternoon
12828,12829,2012-06-23,3,1,6,17,0,6,0,1,33.62,35.605,26.0,16.997899999999998,214,316,530,hot,low,Gentle breeze,hot,afternoon
12829,12830,2012-06-23,3,1,6,18,0,6,0,1,33.62,35.605,26.0,19.999499999999998,194,287,481,hot,low,Gentle breeze,hot,evening
12830,12831,2012-06-23,3,1,6,19,0,6,0,1,32.800000000000004,34.849999999999994,27.0,12.998000000000001,185,240,425,hot,low,Gentle breeze,hot,evening
12831,12832,2012-06-23,3,1,6,20,0,6,0,1,31.98,34.089999999999996,31.0,12.998000000000001,158,228,386,hot,low,Gentle breeze,hot,evening
12832,12833,2012-06-23,3,1,6,21,0,6,0,1,31.16,33.335,33.0,8.9981,99,223,322,hot,low,Light breeze,hot,night
12833,12834,2012-06-23,3,1,6,22,0,6,0,1,30.34,32.574999999999996,37.0,7.0015,101,178,279,hot,low,Light breeze,hot,night
12834,12835,2012-06-23,3,1,6,23,0,6,0,1,29.52,32.574999999999996,44.0,0.0,69,156,225,warm,low,Calm,hot,night
12835,12836,2012-06-24,3,1,6,0,0,0,0,1,28.7,32.574999999999996,51.0,0.0,31,132,163,warm,high,Calm,hot,night
12836,12837,2012-06-24,3,1,6,1,0,0,0,2,27.880000000000003,31.819999999999997,54.0,6.0032,39,88,127,warm,high,Light breeze,hot,night
12837,12838,2012-06-24,3,1,6,2,0,0,0,2,27.880000000000003,31.819999999999997,51.0,0.0,34,80,114,warm,high,Calm,hot,night
12838,12839,2012-06-24,3,1,6,3,0,0,0,2,27.060000000000002,31.06,65.0,6.0032,19,41,60,warm,high,Light breeze,hot,night
12839,12840,2012-06-24,3,1,6,4,0,0,0,2,27.060000000000002,31.06,65.0,0.0,4,9,13,warm,high,Calm,hot,night
12840,12841,2012-06-24,3,1,6,5,0,0,0,1,25.419999999999998,30.305,69.0,8.9981,1,7,8,warm,high,Light breeze,hot,night
12841,12842,2012-06-24,3,1,6,6,0,0,0,1,26.240000000000002,30.305,65.0,11.0014,6,19,25,warm,high,Light breeze,hot,morning
12842,12843,2012-06-24,3,1,6,7,0,0,0,1,26.240000000000002,30.305,69.0,7.0015,23,48,71,warm,high,Light breeze,hot,morning
12843,12844,2012-06-24,3,1,6,8,0,0,0,1,28.7,32.574999999999996,57.99999999999999,0.0,38,103,141,warm,high,Calm,hot,morning
12844,12845,2012-06-24,3,1,6,9,0,0,0,1,29.52,33.335,51.0,0.0,63,169,232,warm,high,Calm,hot,morning
12845,12846,2012-06-24,3,1,6,10,0,0,0,1,31.16,34.089999999999996,40.0,0.0,161,291,452,hot,low,Calm,hot,morning
12846,12847,2012-06-24,3,1,6,11,0,0,0,1,31.16,34.089999999999996,40.0,8.9981,215,291,506,hot,low,Light breeze,hot,morning
12847,12848,2012-06-24,3,1,6,12,0,0,0,1,32.800000000000004,34.849999999999994,33.0,15.001299999999999,227,329,556,hot,low,Gentle breeze,hot,noon
12848,12849,2012-06-24,3,1,6,13,0,0,0,1,32.800000000000004,34.849999999999994,33.0,19.0012,237,348,585,hot,low,Gentle breeze,hot,afternoon
12849,12850,2012-06-24,3,1,6,14,0,0,0,1,34.44,36.364999999999995,30.0,19.999499999999998,253,298,551,hot,low,Gentle breeze,hot,afternoon
12850,12851,2012-06-24,3,1,6,15,0,0,0,1,35.26,37.12,28.000000000000004,15.001299999999999,197,290,487,hot,low,Gentle breeze,hot,afternoon
12851,12852,2012-06-24,3,1,6,16,0,0,0,1,34.44,36.364999999999995,30.0,16.997899999999998,181,280,461,hot,low,Gentle breeze,hot,afternoon
12852,12853,2012-06-24,3,1,6,17,0,0,0,1,34.44,36.364999999999995,32.0,16.997899999999998,203,329,532,hot,low,Gentle breeze,hot,afternoon
12853,12854,2012-06-24,3,1,6,18,0,0,0,1,33.62,36.364999999999995,34.0,16.997899999999998,186,348,534,hot,low,Gentle breeze,hot,evening
12854,12855,2012-06-24,3,1,6,19,0,0,0,1,32.800000000000004,35.605,38.0,19.999499999999998,176,247,423,hot,low,Gentle breeze,hot,evening
12855,12856,2012-06-24,3,1,6,20,0,0,0,1,31.98,34.849999999999994,46.0,16.997899999999998,108,224,332,hot,low,Gentle breeze,hot,evening
12856,12857,2012-06-24,3,1,6,21,0,0,0,1,31.16,34.849999999999994,55.00000000000001,15.001299999999999,76,177,253,hot,high,Gentle breeze,hot,night
12857,12858,2012-06-24,3,1,6,22,0,0,0,1,30.34,34.089999999999996,55.00000000000001,7.0015,53,125,178,hot,high,Light breeze,hot,night
12858,12859,2012-06-24,3,1,6,23,0,0,0,1,30.34,34.089999999999996,57.99999999999999,7.0015,20,67,87,hot,high,Light breeze,hot,night
12859,12860,2012-06-25,3,1,6,0,0,1,1,1,29.52,34.089999999999996,62.0,16.997899999999998,31,37,68,warm,high,Gentle breeze,hot,night
12860,12861,2012-06-25,3,1,6,1,0,1,1,1,28.7,32.574999999999996,65.0,15.001299999999999,11,20,31,warm,high,Gentle breeze,hot,night
12861,12862,2012-06-25,3,1,6,2,0,1,1,1,28.7,32.574999999999996,70.0,15.001299999999999,4,10,14,warm,high,Gentle breeze,hot,night
12862,12863,2012-06-25,3,1,6,3,0,1,1,1,27.880000000000003,31.819999999999997,69.0,16.997899999999998,1,4,5,warm,high,Gentle breeze,hot,night
12863,12864,2012-06-25,3,1,6,4,0,1,1,1,27.060000000000002,30.305,78.0,16.997899999999998,0,4,4,warm,high,Gentle breeze,hot,night
12864,12865,2012-06-25,3,1,6,5,0,1,1,1,27.060000000000002,31.06,74.0,11.0014,1,42,43,warm,high,Light breeze,hot,night
12865,12866,2012-06-25,3,1,6,6,0,1,1,1,26.240000000000002,29.544999999999998,78.0,11.0014,11,147,158,warm,high,Light breeze,warm,morning
12866,12867,2012-06-25,3,1,6,7,0,1,1,1,27.060000000000002,31.06,74.0,15.001299999999999,30,455,485,warm,high,Gentle breeze,hot,morning
12867,12868,2012-06-25,3,1,6,8,0,1,1,1,27.060000000000002,31.06,69.0,12.998000000000001,53,555,608,warm,high,Gentle breeze,hot,morning
12868,12869,2012-06-25,3,1,6,9,0,1,1,1,28.7,32.574999999999996,65.0,12.998000000000001,37,231,268,warm,high,Gentle breeze,hot,morning
12869,12870,2012-06-25,3,1,6,10,0,1,1,1,31.16,34.849999999999994,55.00000000000001,11.0014,58,126,184,hot,high,Light breeze,hot,morning
12870,12871,2012-06-25,3,1,6,11,0,1,1,1,32.800000000000004,36.364999999999995,43.0,22.0028,54,127,181,hot,low,Moderate breeze,hot,morning
12871,12872,2012-06-25,3,1,6,12,0,1,1,2,31.16,34.089999999999996,45.0,19.999499999999998,74,196,270,hot,low,Gentle breeze,hot,noon
12872,12873,2012-06-25,3,1,6,13,0,1,1,1,29.52,33.335,51.0,19.999499999999998,79,181,260,warm,high,Gentle breeze,hot,afternoon
12873,12874,2012-06-25,3,1,6,14,0,1,1,1,31.98,34.849999999999994,43.0,16.997899999999998,90,161,251,hot,low,Gentle breeze,hot,afternoon
12874,12875,2012-06-25,3,1,6,15,0,1,1,1,31.98,34.089999999999996,38.0,31.0009,65,168,233,hot,low,Fresh breeze,hot,afternoon
12875,12876,2012-06-25,3,1,6,16,0,1,1,1,32.800000000000004,34.849999999999994,31.0,26.0027,104,310,414,hot,low,Moderate breeze,hot,afternoon
12876,12877,2012-06-25,3,1,6,17,0,1,1,1,32.800000000000004,34.089999999999996,24.0,31.0009,76,757,833,hot,low,Fresh breeze,hot,afternoon
12877,12878,2012-06-25,3,1,6,18,0,1,1,1,31.16,33.335,27.0,30.002599999999997,100,691,791,hot,low,Fresh breeze,hot,evening
12878,12879,2012-06-25,3,1,6,19,0,1,1,1,30.34,32.574999999999996,27.0,31.0009,74,508,582,hot,low,Fresh breeze,hot,evening
12879,12880,2012-06-25,3,1,6,20,0,1,1,1,29.52,32.574999999999996,30.0,30.002599999999997,100,375,475,warm,low,Fresh breeze,hot,evening
12880,12881,2012-06-25,3,1,6,21,0,1,1,1,27.880000000000003,31.06,30.0,22.0028,50,281,331,warm,low,Moderate breeze,hot,night
12881,12882,2012-06-25,3,1,6,22,0,1,1,1,27.060000000000002,31.06,28.999999999999996,26.0027,21,166,187,warm,low,Moderate breeze,hot,night
12882,12883,2012-06-25,3,1,6,23,0,1,1,1,26.240000000000002,31.06,33.0,22.0028,15,88,103,warm,low,Moderate breeze,hot,night
12883,12884,2012-06-26,3,1,6,0,0,2,1,1,25.419999999999998,31.06,33.0,22.0028,8,29,37,warm,low,Moderate breeze,hot,night
12884,12885,2012-06-26,3,1,6,1,0,2,1,1,24.599999999999998,31.06,35.0,26.0027,11,19,30,cool,low,Moderate breeze,hot,night
12885,12886,2012-06-26,3,1,6,2,0,2,1,1,22.96,26.515,43.0,19.0012,2,7,9,cool,low,Gentle breeze,warm,night
12886,12887,2012-06-26,3,1,6,3,0,2,1,1,22.14,25.759999999999998,45.0,19.0012,2,7,9,cool,low,Gentle breeze,warm,night
12887,12888,2012-06-26,3,1,6,4,0,2,1,1,22.14,25.759999999999998,45.0,19.999499999999998,1,9,10,cool,low,Gentle breeze,warm,night
12888,12889,2012-06-26,3,1,6,5,0,2,1,1,21.32,25.0,48.0,26.0027,3,36,39,cool,low,Moderate breeze,warm,night
12889,12890,2012-06-26,3,1,6,6,0,2,1,1,21.32,25.0,52.0,19.999499999999998,12,176,188,cool,high,Gentle breeze,warm,morning
12890,12891,2012-06-26,3,1,6,7,0,2,1,1,21.32,25.0,52.0,23.9994,21,531,552,cool,high,Moderate breeze,warm,morning
12891,12892,2012-06-26,3,1,6,8,0,2,1,1,22.96,26.515,49.0,22.0028,34,622,656,cool,low,Moderate breeze,warm,morning
12892,12893,2012-06-26,3,1,6,9,0,2,1,1,23.779999999999998,27.275,46.0,27.999299999999998,30,298,328,cool,low,Moderate breeze,warm,morning
12893,12894,2012-06-26,3,1,6,10,0,2,1,1,25.419999999999998,31.06,41.0,23.9994,37,153,190,warm,low,Moderate breeze,hot,morning
12894,12895,2012-06-26,3,1,6,11,0,2,1,1,26.240000000000002,31.06,36.0,27.999299999999998,46,189,235,warm,low,Moderate breeze,hot,morning
12895,12896,2012-06-26,3,1,6,12,0,2,1,1,27.060000000000002,31.06,34.0,30.002599999999997,80,228,308,warm,low,Fresh breeze,hot,noon
12896,12897,2012-06-26,3,1,6,13,0,2,1,1,28.7,31.819999999999997,30.0,31.0009,74,232,306,warm,low,Fresh breeze,hot,afternoon
12897,12898,2012-06-26,3,1,6,14,0,2,1,1,28.7,31.819999999999997,30.0,31.0009,81,186,267,warm,low,Fresh breeze,hot,afternoon
12898,12899,2012-06-26,3,1,6,15,0,2,1,1,29.52,32.574999999999996,28.000000000000004,31.0009,88,229,317,warm,low,Fresh breeze,hot,afternoon
12899,12900,2012-06-26,3,1,6,16,0,2,1,1,29.52,31.819999999999997,26.0,32.9975,67,349,416,warm,low,Fresh breeze,hot,afternoon
12900,12901,2012-06-26,3,1,6,17,0,2,1,1,29.52,32.574999999999996,28.000000000000004,27.999299999999998,104,796,900,warm,low,Moderate breeze,hot,afternoon
12901,12902,2012-06-26,3,1,6,18,0,2,1,1,29.52,32.574999999999996,28.000000000000004,23.9994,105,719,824,warm,low,Moderate breeze,hot,evening
12902,12903,2012-06-26,3,1,6,19,0,2,1,1,29.52,32.574999999999996,28.000000000000004,15.001299999999999,83,529,612,warm,low,Gentle breeze,hot,evening
12903,12904,2012-06-26,3,1,6,20,0,2,1,1,28.7,31.819999999999997,30.0,19.0012,88,417,505,warm,low,Gentle breeze,hot,evening
12904,12905,2012-06-26,3,1,6,21,0,2,1,1,27.880000000000003,31.819999999999997,34.0,12.998000000000001,61,267,328,warm,low,Gentle breeze,hot,night
12905,12906,2012-06-26,3,1,6,22,0,2,1,1,27.060000000000002,31.06,34.0,16.997899999999998,26,219,245,warm,low,Gentle breeze,hot,night
12906,12907,2012-06-26,3,1,6,23,0,2,1,1,25.419999999999998,31.06,41.0,8.9981,13,118,131,warm,low,Light breeze,hot,night
12907,12908,2012-06-27,3,1,6,0,0,3,1,1,25.419999999999998,31.06,41.0,12.998000000000001,15,39,54,warm,low,Gentle breeze,hot,night
12908,12909,2012-06-27,3,1,6,1,0,3,1,1,24.599999999999998,31.06,43.0,11.0014,5,18,23,cool,low,Light breeze,hot,night
12909,12910,2012-06-27,3,1,6,2,0,3,1,1,22.96,26.515,49.0,8.9981,2,12,14,cool,low,Light breeze,warm,night
12910,12911,2012-06-27,3,1,6,3,0,3,1,1,23.779999999999998,27.275,46.0,6.0032,1,7,8,cool,low,Light breeze,warm,night
12911,12912,2012-06-27,3,1,6,4,0,3,1,1,24.599999999999998,31.06,40.0,16.997899999999998,0,11,11,cool,low,Gentle breeze,hot,night
12912,12913,2012-06-27,3,1,6,5,0,3,1,1,24.599999999999998,31.06,43.0,19.0012,2,34,36,cool,low,Gentle breeze,hot,night
12913,12914,2012-06-27,3,1,6,6,0,3,1,1,23.779999999999998,27.275,46.0,19.0012,7,193,200,cool,low,Gentle breeze,warm,morning
12914,12915,2012-06-27,3,1,6,7,0,3,1,1,24.599999999999998,31.06,43.0,23.9994,29,498,527,cool,low,Moderate breeze,hot,morning
12915,12916,2012-06-27,3,1,6,8,0,3,1,1,25.419999999999998,31.06,43.0,22.0028,49,638,687,warm,low,Moderate breeze,hot,morning
12916,12917,2012-06-27,3,1,6,9,0,3,1,1,27.060000000000002,31.06,41.0,23.9994,29,253,282,warm,low,Moderate breeze,hot,morning
12917,12918,2012-06-27,3,1,6,10,0,3,1,1,28.7,31.819999999999997,37.0,16.997899999999998,34,138,172,warm,low,Gentle breeze,hot,morning
12918,12919,2012-06-27,3,1,6,11,0,3,1,1,30.34,32.574999999999996,30.0,22.0028,64,145,209,hot,low,Moderate breeze,hot,morning
12919,12920,2012-06-27,3,1,6,12,0,3,1,1,31.16,33.335,28.999999999999996,19.999499999999998,77,245,322,hot,low,Gentle breeze,hot,noon
12920,12921,2012-06-27,3,1,6,13,0,3,1,1,32.800000000000004,34.849999999999994,27.0,22.0028,77,244,321,hot,low,Moderate breeze,hot,afternoon
12921,12922,2012-06-27,3,1,6,14,0,3,1,1,32.800000000000004,34.089999999999996,24.0,23.9994,78,192,270,hot,low,Moderate breeze,hot,afternoon
12922,12923,2012-06-27,3,1,6,15,0,3,1,1,32.800000000000004,34.849999999999994,26.0,31.0009,61,188,249,hot,low,Fresh breeze,hot,afternoon
12923,12924,2012-06-27,3,1,6,16,0,3,1,1,33.62,34.849999999999994,24.0,30.002599999999997,55,337,392,hot,low,Fresh breeze,hot,afternoon
12924,12925,2012-06-27,3,1,6,17,0,3,1,1,33.62,34.849999999999994,24.0,26.0027,113,730,843,hot,low,Moderate breeze,hot,afternoon
12925,12926,2012-06-27,3,1,6,18,0,3,1,1,32.800000000000004,34.849999999999994,27.0,22.0028,85,719,804,hot,low,Moderate breeze,hot,evening
12926,12927,2012-06-27,3,1,6,19,0,3,1,1,31.98,34.089999999999996,28.999999999999996,22.0028,101,542,643,hot,low,Moderate breeze,hot,evening
12927,12928,2012-06-27,3,1,6,20,0,3,1,1,31.16,33.335,31.0,12.998000000000001,76,369,445,hot,low,Gentle breeze,hot,evening
12928,12929,2012-06-27,3,1,6,21,0,3,1,1,30.34,32.574999999999996,35.0,8.9981,54,313,367,hot,low,Light breeze,hot,night
12929,12930,2012-06-27,3,1,6,22,0,3,1,1,29.52,32.574999999999996,39.0,6.0032,52,245,297,warm,low,Light breeze,hot,night
12930,12931,2012-06-27,3,1,6,23,0,3,1,1,27.880000000000003,31.819999999999997,47.0,8.9981,11,148,159,warm,low,Light breeze,hot,night
12931,12932,2012-06-28,3,1,6,0,0,4,1,1,27.060000000000002,31.06,50.0,7.0015,2,52,54,warm,high,Light breeze,hot,night
12932,12933,2012-06-28,3,1,6,1,0,4,1,1,27.060000000000002,31.06,54.0,0.0,11,14,25,warm,high,Calm,hot,night
12933,12934,2012-06-28,3,1,6,2,0,4,1,1,27.060000000000002,31.06,50.0,6.0032,1,12,13,warm,high,Light breeze,hot,night
12934,12935,2012-06-28,3,1,6,3,0,4,1,1,27.060000000000002,31.06,50.0,6.0032,1,6,7,warm,high,Light breeze,hot,night
12935,12936,2012-06-28,3,1,6,4,0,4,1,1,25.419999999999998,30.305,61.0,7.0015,0,11,11,warm,high,Light breeze,hot,night
12936,12937,2012-06-28,3,1,6,5,0,4,1,1,25.419999999999998,31.06,56.99999999999999,6.0032,8,39,47,warm,high,Light breeze,hot,night
12937,12938,2012-06-28,3,1,6,6,0,4,1,1,25.419999999999998,31.06,56.99999999999999,6.0032,8,185,193,warm,high,Light breeze,hot,morning
12938,12939,2012-06-28,3,1,6,7,0,4,1,1,25.419999999999998,30.305,61.0,7.0015,24,484,508,warm,high,Light breeze,hot,morning
12939,12940,2012-06-28,3,1,6,8,0,4,1,1,27.060000000000002,31.06,50.0,8.9981,40,577,617,warm,high,Light breeze,hot,morning
12940,12941,2012-06-28,3,1,6,9,0,4,1,1,28.7,32.574999999999996,54.0,11.0014,33,318,351,warm,high,Light breeze,hot,morning
12941,12942,2012-06-28,3,1,6,10,0,4,1,1,30.34,33.335,48.0,12.998000000000001,40,144,184,hot,low,Gentle breeze,hot,morning
12942,12943,2012-06-28,3,1,6,11,0,4,1,1,32.800000000000004,34.849999999999994,31.0,12.998000000000001,41,170,211,hot,low,Gentle breeze,hot,morning
12943,12944,2012-06-28,3,1,6,12,0,4,1,1,34.44,35.605,26.0,19.0012,49,227,276,hot,low,Gentle breeze,hot,noon
12944,12945,2012-06-28,3,1,6,13,0,4,1,1,35.26,37.12,26.0,15.001299999999999,31,205,236,hot,low,Gentle breeze,hot,afternoon
12945,12946,2012-06-28,3,1,6,14,0,4,1,1,35.26,36.364999999999995,25.0,22.0028,66,188,254,hot,low,Moderate breeze,hot,afternoon
12946,12947,2012-06-28,3,1,6,15,0,4,1,1,35.26,36.364999999999995,25.0,22.0028,24,195,219,hot,low,Moderate breeze,hot,afternoon
12947,12948,2012-06-28,3,1,6,16,0,4,1,1,36.08,37.12,23.0,12.998000000000001,56,331,387,hot,low,Gentle breeze,hot,afternoon
12948,12949,2012-06-28,3,1,6,17,0,4,1,1,36.08,37.12,22.0,12.998000000000001,71,634,705,hot,low,Gentle breeze,hot,afternoon
12949,12950,2012-06-28,3,1,6,18,0,4,1,1,35.26,36.364999999999995,25.0,15.001299999999999,100,597,697,hot,low,Gentle breeze,hot,evening
12950,12951,2012-06-28,3,1,6,19,0,4,1,1,34.44,36.364999999999995,30.0,19.999499999999998,79,492,571,hot,low,Gentle breeze,hot,evening
12951,12952,2012-06-28,3,1,6,20,0,4,1,1,33.62,36.364999999999995,34.0,12.998000000000001,71,399,470,hot,low,Gentle breeze,hot,evening
12952,12953,2012-06-28,3,1,6,21,0,4,1,1,31.16,34.849999999999994,55.00000000000001,12.998000000000001,89,309,398,hot,high,Gentle breeze,hot,night
12953,12954,2012-06-28,3,1,6,22,0,4,1,1,31.16,34.849999999999994,52.0,11.0014,50,224,274,hot,high,Light breeze,hot,night
12954,12955,2012-06-28,3,1,6,23,0,4,1,1,30.34,33.335,48.0,8.9981,26,145,171,hot,low,Light breeze,hot,night
12955,12956,2012-06-29,3,1,6,0,0,5,1,1,30.34,33.335,48.0,8.9981,24,90,114,hot,low,Light breeze,hot,night
12956,12957,2012-06-29,3,1,6,1,0,5,1,1,30.34,33.335,51.0,11.0014,9,33,42,hot,high,Light breeze,hot,night
12957,12958,2012-06-29,3,1,6,2,0,5,1,1,29.52,33.335,57.99999999999999,12.998000000000001,3,15,18,warm,high,Gentle breeze,hot,night
12958,12959,2012-06-29,3,1,6,3,0,5,1,1,29.52,33.335,57.99999999999999,12.998000000000001,3,5,8,warm,high,Gentle breeze,hot,night
12959,12960,2012-06-29,3,1,6,4,0,5,1,1,28.7,32.574999999999996,65.0,11.0014,1,9,10,warm,high,Light breeze,hot,night
12960,12961,2012-06-29,3,1,6,5,0,5,1,1,28.7,32.574999999999996,61.0,7.0015,6,39,45,warm,high,Light breeze,hot,night
12961,12962,2012-06-29,3,1,6,6,0,5,1,2,28.7,32.574999999999996,61.0,11.0014,15,148,163,warm,high,Light breeze,hot,morning
12962,12963,2012-06-29,3,1,6,7,0,5,1,1,28.7,32.574999999999996,61.0,7.0015,19,361,380,warm,high,Light breeze,hot,morning
12963,12964,2012-06-29,3,1,6,8,0,5,1,2,30.34,34.089999999999996,55.00000000000001,7.0015,48,576,624,hot,high,Light breeze,hot,morning
12964,12965,2012-06-29,3,1,6,9,0,5,1,1,31.16,34.849999999999994,55.00000000000001,11.0014,39,261,300,hot,high,Light breeze,hot,morning
12965,12966,2012-06-29,3,1,6,10,0,5,1,1,36.9,41.665,39.0,19.999499999999998,32,139,171,hot,low,Gentle breeze,very hot,morning
12966,12967,2012-06-29,3,1,6,11,0,5,1,2,36.9,42.425000000000004,42.0,19.0012,51,137,188,hot,low,Gentle breeze,very hot,morning
12967,12968,2012-06-29,3,1,6,12,0,5,1,2,37.72,43.94,40.0,16.997899999999998,53,173,226,hot,low,Gentle breeze,very hot,noon
12968,12969,2012-06-29,3,1,6,13,0,5,1,1,38.54,43.94,38.0,12.998000000000001,45,194,239,very hot,low,Gentle breeze,very hot,afternoon
12969,12970,2012-06-29,3,1,6,14,0,5,1,1,39.36,45.455,36.0,15.001299999999999,49,184,233,very hot,low,Gentle breeze,very hot,afternoon
12970,12971,2012-06-29,3,1,6,15,0,5,1,1,39.36,45.455,36.0,0.0,47,183,230,very hot,low,Calm,very hot,afternoon
12971,12972,2012-06-29,3,1,6,16,0,5,1,1,39.36,45.455,36.0,0.0,59,292,351,very hot,low,Calm,very hot,afternoon
12972,12973,2012-06-29,3,1,6,17,0,5,1,1,40.18,46.21,34.0,12.998000000000001,82,457,539,very hot,low,Gentle breeze,very hot,afternoon
12973,12974,2012-06-29,3,1,6,18,0,5,1,1,39.36,43.18,31.0,0.0,50,414,464,very hot,low,Calm,very hot,evening
12974,12975,2012-06-29,3,1,6,19,0,5,1,1,36.9,43.94,47.0,12.998000000000001,60,303,363,hot,low,Gentle breeze,very hot,evening
12975,12976,2012-06-29,3,1,6,20,0,5,1,1,37.72,44.695,42.0,16.997899999999998,53,255,308,hot,low,Gentle breeze,very hot,evening
12976,12977,2012-06-29,3,1,6,21,0,5,1,2,35.26,41.665,53.0,12.998000000000001,41,195,236,hot,high,Gentle breeze,very hot,night
12977,12978,2012-06-29,3,1,6,22,0,5,1,3,33.62,41.665,63.0,12.998000000000001,34,129,163,hot,high,Gentle breeze,very hot,night
12978,12979,2012-06-29,3,1,6,23,0,5,1,3,33.62,41.665,63.0,12.998000000000001,6,42,48,hot,high,Gentle breeze,very hot,night
